Customer Name (E&P),Sales (C),Quantity (C),Discount (C),Profit (C)
Cyra Reiten,438.336,4,0.2,-87.6672
Emily Grady,215.544,4,0.3,-58.5048
Russell D'Ascenzo,55.584,6,0.2,20.844
Russell D'Ascenzo,127.386,2,0.3,-25.4772
John Murray,248.43,5,0.3,-17.745
John Murray,11.648,4,0.8,-30.8672
John Murray,85.246,2,0.3,-1.2178
Laurel Workman,20.64,5,0.2,2.322
Rick Wilson,148.02,3,0,41.4456
Brooke Gillingham,33.29,1,0,7.9896
Thomas Thornton,204.95,5,0,100.4255
Eric Barreto,526.344,4,0.3,-75.192
Liz Pelletier,41.96,2,0,10.9096
Liz Pelletier,451.152,3,0.2,0
Liz Pelletier,31.504,11,0.2,11.0264
Frank Preis,30.672,3,0.2,9.585
Frank Preis,1079.976,4,0.4,125.9972
Joseph Airdo,161.568,2,0.2,-28.2744
Trudy Schmidt,2.934,3,0.8,-4.9878
Trudy Schmidt,18.528,2,0.2,4.4004
Trudy Schmidt,670.752,3,0.2,-125.766
Darren Powers,64.96,5,0.6,-43.848
Jonathan Doherty,41.94,2,0,15.0984
Jonathan Doherty,11.96,2,0,5.8604
Jonathan Doherty,13.12,4,0,3.8048
Jonathan Doherty,535.41,3,0,160.623
Gene Hale,72.78,3,0.6,-70.9605
Rob Dowd,36.84,3,0,17.3148
Rob Dowd,87.71,7,0,41.2237
Cindy Schnelling,562.2925,7,0.45,-255.5875
Benjamin Farhat,56.52,9,0,21.4776
Neil Knudson,11.264,8,0.2,1.2672
Neil Knudson,284.08,10,0.2,24.857
Neil Knudson,18.496,4,0.2,6.7048
Annie Zypern,14.73,3,0,7.2177
Annie Zypern,186.54,3,0,50.3658
Annie Zypern,557.728,4,0.2,6.9716
Annie Zypern,159.968,4,0.2,-31.9936
Corey-Lock,471.9,6,0,155.727
Corey-Lock,3.52,2,0,1.6896
Anna Gayman,49.12,4,0,23.0864
Eugene Moren,20.16,7,0,9.8784
Carol Adams,10.68,2,0,5.0196
Carol Adams,141.96,2,0,39.7488
Raymond Buch,32.48,2,0,4.872
Raymond Buch,20.04,3,0,9.6192
Raymond Buch,13999.96,4,0,6719.9808
Roger Demir,238,2,0,38.08
Roger Demir,61.96,2,0,27.882
Melanie Seite,239.372,2,0.3,-23.9372
Patrick Gardner,595,5,0,95.2
Karen Bern,16.032,3,0.2,5.6112
Rick Bensley,199.75,5,0,87.89
John Dryer,227.96,2,0,36.4736
Jennifer Jackson,293.52,6,0,76.3152
Jennifer Jackson,307.98,2,0,89.3142
Liz Thompson,96.96,6,0,33.936
Liz Thompson,117.488,7,0.2,41.1208
Liz Thompson,11.952,3,0.2,4.1832
Liz Thompson,512.499,3,0.15,-30.147
Anna Häberlin,863.128,7,0.2,-32.3673
Adam Bellavance,2036.86,7,0,366.6348
Adam Bellavance,449.568,2,0.2,-73.0548
Adam Bellavance,108.96,3,0,32.688
Fred McMath,264.18,7,0,68.6868
Gary Hansen,2.88,1,0,1.4112
Gary Hansen,41.904,6,0.2,14.1426
Gary Hansen,23.92,4,0,4.0664
Harold Engle,156.512,4,0.2,52.8228
Sam Zeldin,128.34,6,0,37.2186
Chad McGuire,474.95,5,0,142.485
Toby Gnade,999.98,2,0,449.991
Darren Koutras,277.5,4,0.5,-188.7
Shahid Shariari,1252.704,8,0.4,-480.2032
Shahid Shariari,110.97,5,0.4,-24.0435
Brendan Murry,22.608,3,0.6,-10.1736
Brendan Murry,1.892,1,0.6,-0.9933
Maribeth Yedwab,63.312,3,0.2,20.5764
Arthur Gainer,7.824,1,0.2,2.934
Arthur Gainer,170.072,4,0.3,-12.148
Bart Watters,62.82,9,0,29.5254
Sheri Gordon,19.44,3,0,9.3312
Sheri Gordon,7.38,1,0,3.6162
Christopher Conant,38.88,6,0,18.6624
Christopher Conant,187.76,4,0,76.9816
Lena Radford,6.048,7,0.7,-4.2336
Lena Radford,98.352,3,0.2,9.8352
Lena Radford,335.744,2,0.2,25.1808
David Bremer,8.96,2,0,4.3904
Liz Preis,89.568,4,0.2,-1.1196
Liz Preis,71.96,5,0.2,7.196
Liz Preis,15.552,3,0.2,5.4432
Art Ferguson,10.43,5,0.8,-18.2525
Art Ferguson,72.784,1,0.2,-18.196
Keith Dawkins,67.15,5,0,16.7875
Keith Dawkins,549.98,2,0,142.9948
Keith Dawkins,11.82,3,0,4.728
Keith Dawkins,4643.8,4,0,2229.024
Keith Dawkins,577.764,2,0.1,115.5528
Sue Ann Reed,191.5155,1,0.45,-76.6062
Sue Ann Reed,2.624,1,0.2,0.4264
Barry Gonzalez,1369.764,6,0.7,-913.176
Barry Gonzalez,294.368,4,0.2,-58.8736
Dario Medina,81.568,2,0.2,7.1372
Michael Chen,44.46,5,0.6,-17.784
Michael Chen,314.088,3,0.2,19.6305
Marina Lichtenstein,6.336,4,0.7,-4.6464
Marina Lichtenstein,10.48,1,0.2,3.799
Marina Lichtenstein,2.469,1,0.7,-1.8106
Marina Lichtenstein,3.264,2,0.7,-2.2848
Russell D'Ascenzo,4.344,3,0.2,0.8688
Russell D'Ascenzo,31.776,3,0.6,-19.0656
Russell D'Ascenzo,4.928,2,0.2,1.7248
Russell D'Ascenzo,1.788,3,0.8,-3.0396
Russell D'Ascenzo,15.072,4,0.2,-3.768
Aaron Bergman,12.624,2,0.2,-2.5248
Erin Ashbrook,185.88,6,0,83.646
Erin Ashbrook,12.96,2,0,6.2208
Sandra Flanagan,189.7,10,0,91.056
Sandra Flanagan,40.99,1,0,20.0851
Becky Castell,82.64,2,0,7.4376
Becky Castell,31.02,2,0,8.0652
Becky Castell,89.97,3,0,37.7874
Philip Fox,35.97,3,0,9.7119
Philip Fox,1266.86,7,0,291.3778
Sanjit Engle,169.45,5,0,42.3625
Sanjit Engle,40.68,2,0,0.4068
Caroline Jumper,3.328,2,0.2,0.416
Caroline Jumper,933.262,4,0.45,-458.1468
Caroline Jumper,2803.92,5,0.2,0
Pete Takahito,4.768,2,0.2,-0.7748
Pete Takahito,6.672,1,0.2,2.502
Pete Takahito,4.448,2,0.2,1.112
Pete Takahito,43.936,4,0.2,6.0412
Lena Hernandez,23.744,2,0.2,8.3104
Lena Hernandez,357,3,0,57.12
Ben Wallace,806.336,8,0.2,50.396
Ben Wallace,85.44,3,0,31.6128
Bill Shonely,344.91,3,0,10.3473
Dennis Pardue,70.97,5,0.8,-191.619
Dennis Pardue,36.784,2,0.2,3.6784
Christopher Schild,743.988,2,0.4,-123.998
Maribeth Schnelling,11.212,2,0.8,-16.818
Maribeth Schnelling,4.712,2,0.6,-1.8848
Maribeth Schnelling,180.98,5,0.8,-470.548
Maribeth Schnelling,60.416,2,0.2,6.0416
Dana Kaydos,299.99,1,0,89.997
Dana Kaydos,192.16,4,0,92.2368
Dana Kaydos,242.624,8,0.2,27.2952
Dana Kaydos,46.74,3,0,11.685
Dana Kaydos,174.95,5,0,12.2465
Dana Kaydos,100.704,6,0.2,37.764
Skye Norling,368.91,9,0,180.7659
Skye Norling,8.02,1,0,3.7694
Skye Norling,171.04,4,0,44.4704
Tony Chapman,19.44,3,0,9.3312
Anne McFarland,13.092,4,0.7,-10.0372
Astrea Jones,122.94,3,0,30.735
Astrea Jones,35.448,7,0.2,12.8499
Katherine Hughes,19.98,2,0,5.1948
Liz Preis,69.375,1,0.5,-47.175
Liz Preis,31.68,4,0.2,2.772
Liz Preis,2003.168,4,0.2,250.396
Liz Preis,9.344,2,0.2,3.1536
Joe Elijah,2563.056,8,0.1,313.2624
Muhammed Yedwab,387.136,4,0.2,4.8392
Frank Carlisle,3.424,1,0.2,0.2996
Neil Ducich,1085.42,7,0,282.2092
Dennis Bolton,43.056,9,0.2,15.6078
Lindsay Castell,3.762,3,0.7,-2.7588
Lindsay Castell,34.86,2,0.7,-26.726
Lindsay Castell,432.456,3,0.2,32.4342
Bruce Degenhardt,675.06,3,0,87.7578
Matt Connell,65.232,3,0.2,22.0158
Matt Connell,207,3,0.2,25.875
Sam Zeldin,600.53,2,0.3,137.264
Sam Zeldin,59.904,2,0.2,14.2272
Sam Zeldin,637.44,8,0.2,135.456
Sam Zeldin,51.756,3,0.6,-33.6414
Duane Huffman,31.104,6,0.2,10.8864
Duane Huffman,47.96,5,0.2,4.1965
Duane Huffman,158.928,7,0.2,41.7186
Duane Huffman,211.248,6,0.2,15.8436
Duane Huffman,5.552,2,0.2,-1.041
Duane Huffman,2.952,1,0.2,0.9963
Lena Creighton,10.332,3,0.7,-7.5768
Jack O'Briant,18.368,4,0.2,5.9696
Meg Tillman,299.9,2,0,74.975
Edward Becker,26.55,9,0,12.744
Edward Becker,111.98,2,0,26.8752
Roland Schwarz,4.928,2,0.2,0.7392
Roland Schwarz,11.784,3,0.2,4.2717
Richard Bierner,7.98,3,0,2.0748
Olvera Toch,180.96,2,0,81.432
George Zrebassa,1649.95,5,0,659.98
George Zrebassa,362.352,3,0.2,45.294
Nancy Lomonaco,73.584,2,0.2,8.2782
Bruce Geld,486.368,4,0.2,36.4776
Michelle Tran,32.4,5,0,15.552
Michelle Tran,41.86,7,0,19.2556
Michelle Tran,77.56,2,0,35.6776
Becky Castell,37.17,9,0,11.151
Giulietta Weimer,137.352,3,0.2,8.5845
Giulietta Weimer,376.509,3,0.3,-43.0296
Bradley Drucker,62.72,4,0,24.4608
Bradley Drucker,2939.93,7,0,764.3818
Paul Van Hugh,512.358,3,0.3,-14.6388
Paul Van Hugh,3.488,2,0.2,0.5668
Paul Van Hugh,22.288,7,0.2,3.9004
Paul Van Hugh,16.032,3,0.2,5.6112
Henry MacAllister,1.752,1,0.2,0.1533
Henry MacAllister,20.992,8,0.2,2.3616
Erin Mull,11.21,1,0,3.363
Sandra Flanagan,45.04,2,0.2,4.504
Shahid Collister,15.624,2,0.8,-24.9984
Natalie DeCherney,8.74,2,0,2.2724
Natalie DeCherney,44.75,5,0,20.585
Frank Carlisle,61.68,5,0.2,5.397
Frank Carlisle,158.376,3,0.2,13.8579
Kelly Lampkin,2.864,4,0.8,-4.5824
Kelly Lampkin,94.192,7,0.8,-164.836
Xylona Preis,143.7,3,0,68.976
Xylona Preis,6.48,1,0,3.1104
Frank Preis,7.88,4,0,2.5216
Pamela Stobb,11.21,1,0,3.363
Pamela Stobb,354.9,5,0,88.725
Pamela Stobb,17.94,3,0,8.7906
Pamela Stobb,51.8,4,0,23.31
Carl Weiss,299.52,9,0,149.76
Katherine Hughes,7.7,2,0,3.157
Tamara Chand,23.92,4,0,11.7208
Tamara Chand,498,5,0,184.26
Yana Sorensen,436.704,6,0.2,-38.2116
Chris Cortes,32.4,5,0,15.552
Zuschuss Donatelli,61.44,3,0,16.5888
Jay Kimmel,73.36,7,0,19.8072
Gary McGarr,59.2,5,0.2,22.2
Gary McGarr,32.952,3,0.2,6.5904
Gary McGarr,218.376,3,0.2,-10.9188
Jane Waco,31.4,5,0,13.188
Jane Waco,9.48,1,0,3.792
Jane Waco,209.5,10,0,58.66
Jane Waco,24.3,5,0,10.449
Jane Waco,6.48,1,0,3.1104
Bill Overfelt,32.448,2,0.2,7.3008
Bill Overfelt,26.388,4,0.7,-17.592
Bill Overfelt,373.47,5,0.4,-112.041
Bill Overfelt,64.2,5,0.7,-44.94
Bill Overfelt,8,2,0.2,2.8
Xylona Preis,186.54,3,0,41.0388
Michelle Moray,87.08,7,0,24.3824
Michelle Moray,105.584,2,0.2,9.2386
Michelle Moray,217.44,6,0,91.3248
Trudy Schmidt,31.744,2,0.2,3.968
Trudy Schmidt,5.432,2,0.8,-13.58
Trudy Schmidt,913.43,5,0.3,-169.637
Trudy Schmidt,372.144,3,0.2,27.9108
Janet Lee,751.984,2,0.2,84.5982
Sam Zeldin,604.768,4,0.2,60.4768
Lisa Ryan,27.36,4,0,7.3872
Lisa Ryan,20.56,2,0,9.6632
Lisa Ryan,83.92,5,0.2,31.47
Seth Vernon,902.712,3,0.2,33.8517
Michael Granlund,120.666,2,0.15,21.294
Nathan Cano,4.984,1,0.8,-8.4728
Steve Carroll,82.26,3,0,33.7266
Rose O'Brian,29.74,1,0,4.461
James Lanier,87.36,6,0,23.5872
James Lanier,56.16,6,0.2,17.55
Pauline Webber,64.384,1,0.2,8.048
Monica Federle,64.784,1,0.2,-14.5764
Monica Federle,15.552,3,0.2,5.6376
Monica Federle,223.888,7,0.2,69.965
Chris Cortes,10.896,3,0.2,3.405
Anna Chung,84.784,2,0.2,-20.1362
Mark Haberlin,241.5,4,0.3,0
Cynthia Delaney,59.97,3,0,14.9925
Cynthia Delaney,13.36,2,0,6.4128
Cynthia Voltz,11.808,3,0.2,4.1328
Trudy Brown,16.24,1,0,2.436
Trudy Brown,77.55,5,0,21.714
Deirdre Greer,76.12,2,0,22.0748
Ross DeVincentis,17.184,6,0.2,6.2292
Chris Selesnick,11.76,2,0,5.7624
Julia Barnett,27.46,2,0,9.8856
Eva Jacobs,137.94,3,0,35.8644
Eva Jacobs,111.15,5,0,48.906
Eva Jacobs,901.95,3,0,297.6435
Eva Jacobs,366.009,3,0.3,-47.0583
Brian DeCherney,310.688,7,0.2,108.7408
Mathew Reese,7.68,5,0.8,-11.52
Sharelle Roach,155.372,2,0.3,-35.5136
Thea Hendricks,10.744,1,0.2,0.8058
Brian Derr,232.4,5,0.2,78.435
Brian Derr,164.646,3,0.1,12.8058
Brian Derr,22.68,2,0,11.1132
Suzanne McNair,105.52,4,0,48.5392
Harold Engle,83.92,4,0,5.8744
Harold Engle,141.9,5,0,58.179
Harold Engle,39.98,2,0,9.1954
Harold Engle,28.91,7,0,8.673
Harold Engle,174.95,5,0,45.487
Jim Kriz,110.528,4,0.2,38.6848
Odella Nelson,630.024,4,0.4,-199.5076
Thea Hendricks,27.86,7,0,9.1938
Maribeth Dona,933.408,4,0.3,-173.3472
Adam Hart,51.84,10,0.2,18.144
Adam Hart,165.6,3,0.2,-6.21
Max Ludwig,106.32,3,0,49.9704
Laurel Beltran,147.92,5,0.2,46.225
Laurel Beltran,104.28,3,0,26.07
Laurel Beltran,286.85,1,0,63.107
Laurel Beltran,66.96,4,0,2.6784
Laurel Beltran,199.98,2,0,87.9912
Nora Paige,45,3,0,4.95
Nora Paige,17.9,5,0,8.771
Nora Paige,40.48,2,0,17.4064
Nora Paige,2154.9,5,0,129.294
Edward Becker,18.432,8,0.7,-12.288
Resi Pölking,10.944,2,0.2,0.9576
Dan Campbell,4.36,2,0,0.1744
Don Jones,62.352,6,0.2,-10.9116
Clay Ludtke,303.92,5,0.2,-30.392
Nat Carroll,129.3,2,0,6.465
Kean Nguyen,274.2,10,0,112.422
Scott Cohen,6.048,4,0.2,-1.3608
Scott Cohen,6.848,2,0.2,2.14
Scott Cohen,9.96,5,0.6,-6.723
Scott Cohen,8.552,2,0.8,-13.6832
Anne McFarland,45.584,11,0.2,16.5242
Ryan Akin,25.488,2,0.2,4.4604
Magdelene Morse,136.96,4,0.2,51.36
Brad Norvell,49.616,2,0.2,4.9616
Julia Barnett,10.584,3,0.2,3.4398
Doug Bickford,84.416,4,0.2,27.4352
Julia Barnett,431.94,2,0.4,-71.99
Julia Barnett,2.043,1,0.7,-1.4982
Julia Barnett,68.238,3,0.4,-12.5103
Adam Hart,240.744,4,0.3,-13.7568
Adam Hart,35,4,0,14.7
Adam Hart,210.68,2,0,50.5632
Adam Hart,637.896,3,0.3,-127.5792
Adam Hart,43.44,8,0,21.2856
Adam Hart,2.22,1,0,0.666
Arianne Irving,1679.96,5,0.2,125.997
Thea Hudgings,344.372,4,0.3,-93.4724
Thea Hudgings,1554.936,3,0.2,77.7468
Thea Hudgings,127.88,5,0.6,-67.137
Jim Epp,222.384,2,0.2,22.2384
Tiffany House,106.869,3,0.3,-29.0073
Tiffany House,3.564,3,0.8,-6.237
Joe Elijah,25.68,3,0.8,-39.804
Joe Elijah,12.384,3,0.8,-19.8144
Annie Thurman,25.3,5,0,11.891
Annie Thurman,95.94,3,0,9.594
John Huston,7.5,2,0,3.6
Daniel Raglin,302.376,3,0.2,22.6782
Alan Barnes,46.688,4,0.2,-2.918
Mick Crebagga,17.94,3,0,3.0498
Ivan Gibson,370.14,3,0,144.3546
Frank Hawley,8.928,2,0.2,3.1248
Alejandro Savely,2678.94,6,0,241.1046
Parhena Norris,387.136,4,0.2,-14.5176
Parhena Norris,45.408,2,0.2,11.9196
Parhena Norris,77.952,3,0.2,-11.6928
Parhena Norris,3,1,0.2,1.05
Gene McClure,9.952,1,0.2,0.9952
Noah Childs,37.896,4,0.7,-29.0536
Noah Childs,65.584,2,0.2,23.7742
Tamara Willingham,44.784,1,0.2,16.2342
Barry Französisch,1035.8,4,0,269.308
Tonja Turnell,5.76,2,0,1.6704
Scot Wooten,19.98,2,0,8.991
Patrick Gardner,35.98,2,0,10.0744
Dennis Pardue,16.656,3,0.2,3.3312
Don Jones,20.7,2,0,9.936
Edward Nazzal,83.7,5,0,41.013
Philip Brown,199.8,10,0,71.928
Brendan Dodson,45.68,2,0,21.0128
Brendan Dodson,110.96,2,0,53.2608
Brendan Dodson,11.94,3,0,5.97
Sanjit Engle,8749.95,5,0,2799.984
Sanjit Engle,36.4,8,0,18.2
Sanjit Engle,18.69,7,0,7.1022
Annie Thurman,5.94,3,0,0.1188
Craig Carroll,60.736,8,0.2,20.4984
Craig Carroll,479.976,3,0.2,161.9919
Craig Carroll,6.08,1,0.8,-10.336
Alan Schoenberger,165.6,3,0.2,-6.21
Aimee Bixby,59.52,3,0,15.4752
Aimee Bixby,479.97,3,0,177.5889
Aimee Bixby,18.62,2,0,5.3998
Aimee Bixby,49.632,6,0.2,16.7508
Aimee Bixby,97.82,2,0,45.9754
Dave Hallsten,15.984,2,0.2,1.1988
Dave Hallsten,184.752,3,0.2,-20.7846
Steven Roelle,12.96,2,0,6.2208
Nick Radford,366.744,4,0.3,-110.0232
Sanjit Jacobs,8.856,9,0.8,-14.1696
Sanjit Jacobs,27.96,5,0.2,8.388
Sanjit Jacobs,146.352,3,0.2,49.3938
Cynthia Arntzen,175.23,11,0,61.3305
Cynthia Arntzen,125.99,1,0,31.4975
Cynthia Arntzen,23,2,0,10.35
Lena Creighton,25.584,2,0.2,8.9544
Noel Staavos,73.784,2,0.6,-77.4732
Noel Staavos,20.736,4,0.2,7.2576
Henry Goldwyn,17.52,3,0,8.2344
Henry Goldwyn,35.76,12,0,10.0128
Sarah Foster,3.64,2,0,0.9828
Erin Mull,30.336,6,0.6,-17.4432
Doug O'Connell,12.99,1,0,1.5588
Doug O'Connell,182.22,3,0,45.555
Doug O'Connell,302.94,3,0,18.1764
Mark Packer,54.992,14,0.2,8.9362
Muhammed Yedwab,12.99,1,0,0.2598
Doug Bickford,55.86,7,0,27.93
Susan Pistek,44.376,2,0.4,-7.396
Susan Pistek,51.264,6,0.2,7.6896
Susan Pistek,5.193,3,0.7,-3.462
Susan Pistek,159.984,2,0.2,43.9956
Susan Pistek,54.224,2,0.2,3.389
Maria Etezadi,241.424,2,0.2,-36.2136
Bruce Stewart,33.36,4,0,16.68
Bruce Stewart,13.76,2,0,6.3296
Bruce Stewart,496.86,7,0,24.843
Bruce Stewart,389.97,3,0,35.0973
Karen Seio,9.82,2,0,4.8118
Cindy Chapman,56.4,3,0,3.384
Harold Dahlen,18.312,4,0.7,-12.208
Harold Dahlen,25.92,5,0.2,9.072
Harold Dahlen,8.016,3,0.2,1.002
Karl Braun,479.984,2,0.2,59.998
Karl Braun,30.84,5,0.2,9.6375
Harold Ryan,33.568,2,0.2,1.6784
Harold Ryan,422.625,7,0.3,0
Trudy Brown,199.98,2,0,83.9916
David Smith,20.24,1,0,8.7032
David Smith,39.92,4,0,11.1776
David Smith,32.54,2,0,15.9446
George Bell,39,3,0,17.55
George Bell,12.6,4,0,6.048
George Bell,24.64,4,0.2,4.004
Victoria Brennan,6.264,3,0.2,2.0358
Victoria Brennan,14.432,4,0.2,3.4276
Mark Cousins,719.976,3,0.2,134.9955
Cassandra Brandow,239.92,8,0,23.992
Paul MacIntyre,1056.86,7,0,158.529
Debra Catini,447.944,7,0.2,89.5888
Debra Catini,150.408,9,0.2,-33.8418
Laura Armstrong,453.576,3,0.2,39.6879
Laura Armstrong,45.36,9,0.2,14.742
Laura Armstrong,287.88,3,0.2,35.985
Laura Armstrong,131.88,3,0.2,14.8365
Laura Armstrong,2.328,2,0.6,-0.7566
Denny Joy,1454.9,5,0,378.274
Mick Hernandez,4.842,3,0.7,-3.5508
Mick Hernandez,220.704,6,0.2,-8.2764
Barry Gonzalez,67.176,3,0.2,6.7176
Barry Gonzalez,15.232,4,0.2,5.5216
Seth Vernon,31.104,6,0.2,10.8864
Dave Poirier,968.744,7,0.2,314.8418
Dave Poirier,222.352,13,0.2,77.8232
Dave Poirier,479.984,2,0.2,89.997
Steven Roelle,10.272,3,0.2,3.21
Brian Thompson,998.85,5,0.4,-199.77
Maxwell Schwartz,24.56,2,0,11.5432
Jim Kriz,5.67,3,0,0.1134
Shui Tom,14.336,4,0.2,0.896
Tony Sayre,102.3,1,0,26.598
Charlotte Melton,607.52,2,0,97.2032
Charlotte Melton,31.16,2,0,7.79
Joni Wasserman,2.61,1,0,1.2006
Matt Collister,10.332,3,0.6,-5.9409
Matt Collister,10.368,2,0.2,3.6288
Matt Collister,20.784,2,0.2,-3.6372
Matt Collister,66.96,5,0.2,-13.392
Mark Haberlin,17.248,2,0.2,6.0368
Roger Demir,11.088,7,0.7,-8.1312
Karen Bern,1287.45,5,0,244.6155
Karen Bern,168.1,5,0,43.706
Fred Chung,51.968,2,0.2,-10.3936
Bryan Davis,4.768,2,0.2,0.4768
Fred Hopkins,7.98,3,0,3.9102
Sean O'Donnell,18.688,2,0.2,7.008
Sean O'Donnell,11.664,3,0.2,3.3534
Peter McVee,191.976,3,0.2,38.3952
Peter McVee,499.168,4,0.2,31.198
Giulietta Dortch,11.88,2,0,5.346
Giulietta Dortch,35.44,1,0,16.6568
Pete Armstrong,67.136,4,0.2,25.176
Luke Schmidt,4.32,3,0.2,1.512
Luke Schmidt,14.94,3,0,7.0218
Luke Schmidt,40.54,2,0,11.3512
Luke Schmidt,7.312,1,0.2,2.5592
James Lanier,475.944,7,0.2,59.493
Christine Abelman,30.08,2,0.2,-5.264
Christine Abelman,165.6,3,0.2,-6.21
Christine Abelman,180.96,5,0.2,13.572
Charles McCrossin,23.18,2,0,7.6494
Bobby Trafton,56.96,2,0,21.0752
Bobby Trafton,15.56,4,0,4.0456
Bobby Trafton,353.568,2,0.2,-44.196
Bobby Trafton,13.96,2,0,6.7008
Sanjit Engle,82.95,5,0,29.0325
Henry Goldwyn,39.68,2,0,10.3168
Philip Fox,479.97,3,0,177.5889
Bryan Davis,7.38,2,0,3.4686
Bryan Davis,14.256,3,0.2,4.455
Bryan Davis,81.98,2,0,40.1702
Bryan Davis,39.624,3,0.2,13.8684
Bill Tyler,399.672,7,0.2,-14.9877
Eudokia Martin,65.12,4,0,16.9312
Liz Carlisle,30.56,5,0.6,-19.864
Frank Hawley,20.768,2,0.2,2.3364
Chris McAfee,39.808,4,0.2,3.9808
Fred McMath,121.104,6,0.7,-100.92
Fred McMath,111.96,5,0.2,-1.3995
Henry Goldwyn,15.696,3,0.2,5.1012
Andy Gerbode,70.26,3,0,18.9702
Andy Gerbode,90,5,0,16.2
Andy Gerbode,6.096,2,0.2,2.0574
Andy Gerbode,481.176,2,0.4,-120.294
Andy Gerbode,7.24,4,0,2.3892
Olvera Toch,177.45,5,0.5,-78.078
Olvera Toch,1369.764,6,0.7,-913.176
Olvera Toch,9.48,3,0.2,0.711
Seth Vernon,130.98,2,0.5,-89.0664
Justin MacKendrick,174.95,5,0,45.487
Justin MacKendrick,826,5,0,214.76
Henry MacAllister,139.58,7,0,39.0824
Philisse Overcash,399.95,5,0,143.982
Kimberly Carter,12.39,3,0,5.8233
David Bremer,760.98,5,0.8,-1141.47
Susan Vittorini,67.86,6,0.7,-45.24
Noel Staavos,31.504,11,0.2,11.814
Noel Staavos,5.04,1,0.2,1.638
Noel Staavos,39.879,7,0.7,-29.2446
Noel Staavos,4.712,1,0.2,1.4136
Mark Hamilton,194.352,3,0.2,19.4352
Rick Reed,97.424,2,0.2,10.9602
Ritsa Hightower,704.76,5,0.2,26.4285
Ritsa Hightower,27.396,3,0.7,-20.0904
Resi Pölking,5.7,5,0,2.679
Resi Pölking,14.19,3,0,5.5341
Resi Pölking,7.3,2,0,2.19
Resi Pölking,199.98,2,0,75.9924
Resi Pölking,144.96,4,0,60.8832
Resi Pölking,118,2,0,20.06
Resi Pölking,48.94,1,0,24.47
Resi Pölking,22.66,2,0,9.7438
Ken Brennan,0.836,1,0.8,-1.3376
Matt Hagelstein,30.96,6,0.2,11.223
Henia Zydlo,723.92,5,0.2,-81.441
James Galang,21.968,4,0.6,-15.9268
James Galang,619.152,6,0.2,69.6546
James Galang,127.904,7,0.2,41.5688
Alan Barnes,94.2,5,0,39.564
Heather Jas,49.5,5,0,13.365
Carl Jackson,16.52,5,0.2,1.652
Emily Ducich,55.36,4,0.2,19.376
Emily Ducich,11.56,1,0.2,3.757
Arianne Irving,17.12,4,0,7.704
Karl Braun,182.352,3,0.2,-18.2352
Karl Braun,118.16,2,0.2,-25.109
Joy Smith,18.368,2,0.2,6.1992
Joy Smith,600.558,3,0.3,-8.5794
Joy Smith,50.352,3,0.2,-8.1822
Joy Smith,28.032,6,0.2,3.504
Joy Smith,7.692,1,0.6,-3.6537
Patrick O'Brill,517.405,5,0.3,-81.3065
Ross DeVincentis,8.608,8,0.8,-13.3424
Ross DeVincentis,159.56,5,0.2,33.9065
Jonathan Doherty,2104.55,7,0,694.5015
Jonathan Doherty,40.7,5,0,11.803
Steven Roelle,47.79,3,0,16.2486
Tracy Zic,5.16,2,0,1.3416
Tanja Norvell,21.21,7,0,4.4541
Pauline Webber,96.36,6,0,25.0536
Adam Hart,231.72,2,0,11.586
Adam Hart,17.9,5,0,8.95
Adam Hart,12.48,2,0,5.616
Andy Yotov,8.016,3,0.2,1.1022
Stephanie Phelps,259.896,2,0.4,-56.3108
Stephanie Phelps,247.188,2,0.4,-49.4376
Stephanie Phelps,279.96,5,0.2,48.993
Emily Ducich,450,5,0,162
Corey Roper,19.44,3,0,9.5256
Christopher Schild,300.904,1,0.2,11.2839
Thomas Seio,239.976,3,0.2,26.9973
Thomas Seio,31.168,4,0.2,9.3504
Thomas Seio,120.96,2,0.4,-28.224
Thomas Seio,2239.936,8,0.2,223.9936
Thomas Seio,76.608,8,0.2,6.7032
Thomas Seio,142.776,1,0.2,17.847
Thomas Seio,91.36,5,0.2,29.692
Resi Pölking,3.552,2,0.2,0.444
Ivan Liston,115.136,8,0.2,11.5136
Neil Französisch,4.71,1,0,0
Paul Prost,172.764,2,0.1,13.4372
Paul Prost,3.52,2,0,1.6896
Justin Deggeller,79.968,4,0.2,-17.9928
Justin Deggeller,305.9745,3,0.15,25.1979
Justin Deggeller,344.91,3,0,10.3473
Eva Jacobs,626.352,3,0.2,-23.4882
Pierre Wener,359.499,3,0.15,-29.6058
Tom Stivers,71.952,6,0.2,5.3964
Tom Stivers,29.8,5,0.2,9.3125
Brian Moss,1.824,1,0.7,-1.3984
Arthur Wiediger,64.384,4,0.8,-160.96
Arthur Wiediger,6.984,2,0.6,-4.5396
Arthur Wiediger,11.264,8,0.2,3.9424
Arthur Wiediger,15.552,3,0.2,5.6376
Arthur Wiediger,379.372,2,0.3,-119.2312
Arthur Wiediger,67.536,9,0.2,6.7536
Arthur Wiediger,1.524,2,0.8,-2.667
Marc Harrigan,37.408,7,0.2,13.0928
Marc Harrigan,25.344,6,0.2,8.8704
Scott Williamson,46.2,4,0,21.252
Sung Pak,4.728,3,0.2,0.7092
Sung Pak,53.352,3,0.2,16.0056
Sung Pak,131.104,2,0.2,8.194
